,TRADE_CODE,issue_date,stopped_date
2867,RU000A10DXM9,2025-12-22,
2868,RU000A103UL3,2021-10-11,
2869,RU000A108BX7,2024-04-25,
2870,RU000A1014U9,2019-12-04,
2871,RU000A106DV1,2023-06-19,
2872,RU000A108RK0,2024-06-21,
2873,RU000A10BQM7,2025-06-05,
2874,RU000A10C758,2025-07-29,
2875,RU000A10E6S8,2026-02-03,
2876,RU000A10F0X0,2026-04-29,
2877,RU000A107FG5,2023-12-21,
2878,RU000A0JWU31,2016-09-27,
2879,RU000A0JWU23,2016-09-27,
2880,RU000A0ZYBA9,2017-11-09,
2881,RU000A0ZYGF7,2019-09-27,
2882,RU000A0ZYGG5,2018-12-12,
2883,RU000A109RF8,2024-10-08,
2884,RU000A10BJL4,2025-05-06,
2885,RU000A10BTQ2,2025-06-19,
2886,RU000A10CZ35,2025-10-02,
2887,RU000A106VN0,2023-09-12,
2888,RU000A10C9Z9,2025-08-05,
2889,RU000A10ERD8,2026-04-03,
2890,RU000A106AU9,2023-05-30,
2891,RU000A1078K5,2023-11-21,
2892,RU000A107F07,2023-12-20,
2893,XMEGAM,,
2894,RU000A101YY2,2020-11-02,
2895,RU000A102PN1,2021-09-02,
2896,RU000A106CX9,2025-10-24,
2897,RU000A107J37,2024-09-26,
2898,RU000A107RE5,2024-09-26,
2899,RU000A108751,2024-09-26,
2900,RU000A1092L4,2024-09-26,
2901,RU000A109GQ8,2025-10-03,
2902,RU000A10A489,2025-04-29,
2903,RU000A10ATA8,2025-02-28,
2904,RU000A10CLY1,2025-09-29,
2905,RU000A10CKQ9,2025-10-13,
2906,RU000A10BT26,2025-10-24,
2907,RU000A10E3R7,2026-02-05,
2908,RU000A0ZZCD8,2018-10-16,
2909,RU000A106LC4,2025-03-19,
2910,RU000A106LB6,2025-03-19,
2911,RU000A106N57,2025-03-19,
2912,RU000A1095D4,2025-03-19,
2913,RU000A10ECF5,2026-04-06,
2914,RU000A1027E5,2021-02-15,
2915,RU000A0ZZ422,2018-09-10,
2916,RU000A10D814,2026-03-23,
2917,RU000A101UK9,2021-10-11,
2918,RU000A0JUYB1,2020-11-05,
2919,XFMAGR,2026-02-13,
2920,XFMAIN,2026-02-13,
2921,XFMAGY,2026-02-13,
2922,XFMOMB,2026-02-13,
2923,RU000A10AN72,2025-06-02,
2924,RU000A10D7W9,2025-12-01,
2925,RU000A106J04,2023-07-11,
2926,RU000A108FE8,2024-05-16,
2927,RU000A108U49,2024-06-26,
2928,RU000A10ESF1,2026-04-09,
2929,RU000A10BQG9,2025-06-04,
2930,RU000A10ECR0,2026-02-24,
2931,RU000A10ER41,2026-04-03,
2932,RU000A10EY26,2026-04-24,
2933,RU000A106P63,2023-08-10,
2934,RU000A10CT74,2025-09-23,
2935,RU000A106ZQ4,2023-10-05,
2936,RU000A10CRG5,2025-09-17,
2937,RU000A108405,2024-03-28,
2938,RU000A1094W7,2024-08-01,
2939,RU000A10E283,2025-12-29,
2940,RU000A10DWP4,2025-12-18,
2941,RU000A10D4E4,2025-10-17,
2942,RU000A1056T2,2022-09-15,
2943,RU000A107P47,2024-01-26,
2944,RU000A10B7D1,2025-03-31,
2945,RU000A10CRJ9,2025-09-17,
2946,RU000A10DQM3,2025-12-08,
2947,RU000A1040E8,2021-11-12,
2948,RU000A1070P1,2023-10-12,
2949,RU000A106HF5,2023-07-10,
2950,RU000A10D1J9,2025-10-07,
2951,RU000A10ECY6,2026-02-25,
2952,RU000A10DTB0,2025-12-16,
2953,RU000A10BNJ0,2025-05-23,
2954,RU000A108FX8,2024-05-21,
2955,RU000A10AG22,2024-12-25,
2956,RU000A10C0X3,2025-07-09,
2957,RU000A10D301,2025-10-13,
2958,RU000A10DDH1,2025-11-11,
2959,RU000A103604,2021-06-01,
2960,RU000A105492,2022-08-23,
2961,RU000A106R79,2023-08-17,
2962,RU000A10A4C1,2024-11-21,
2963,RU000A10BNK8,2025-05-23,
2964,RU000A10DBS2,2025-10-31,
2965,RU000A104WZ7,2022-06-30,
2966,RU000A106UL6,2023-09-08,
2967,RU000A10CPB0,2025-09-10,
2968,RU000A10BP46,2025-05-27,
2969,RU000A10E6J7,2026-01-30,
2970,RU000A10ADJ3,2024-12-18,
2971,RU000A10BUM9,2025-06-24,
2972,RU000A10BVT2,2025-06-26,
2973,RU000A10EKX1,2026-03-17,
2974,RU000A10ETM5,2026-04-14,
2975,RU000A108CE5,2024-04-27,
2976,RU000A102TK9,2021-03-04,
2977,RU000A100T81,2019-09-09,
2978,RU000A10DMN0,2025-12-01,
2979,RU000A10E7K3,2026-02-06,
2980,RU000A103B62,2021-10-05,
2981,RU000A103HD7,2021-11-10,
2982,RU000A10C5B8,2025-07-22,
2983,RU000A10CH37,2025-08-21,
2984,RU000A10A398,2024-11-15,
2985,RU000A10BNE1,2025-05-23,
2986,RU000A10BQ78,2025-06-02,
2987,RU000A107EW5,2023-12-20,
2988,RU000A108462,2024-03-29,
2989,RU000A10AYU6,2025-02-25,
2990,RU000A10BGC9,2025-04-24,
2991,RU000A1087G4,2024-04-09,
2992,RU000A10E4G8,2026-01-20,
2993,RU000A10E2B3,2025-12-29,
2994,RU000A106DK4,2023-06-15,
2995,RU000A106Q47,2023-08-10,
2996,RU000A106SE5,2023-08-28,
2997,RU000A108AK6,2024-04-18,
2998,RU000A108WV7,2024-07-05,
2999,RU000A10DG52,2025-11-18,
3000,RU000A103U69,2021-10-05,
3001,RU000A107TD3,2024-02-20,
3002,RU000A108KV2,2024-05-31,
3003,RU000A10D1U6,2025-10-09,
3004,RU000A10DRE8,2025-12-10,
3005,RU000A10ERS6,2026-04-07,
3006,RU000A10B2P6,2025-03-14,
3007,RU000A106XT3,2023-09-25,
3008,RU000A109T74,2024-10-17,
3009,RU000A1071Z8,2023-10-19,
3010,RU000A10BBC0,2025-04-11,
3011,RU000A107C34,2023-12-07,
3012,RU000A10BQH7,2025-06-04,
3013,RU000A108L65,2024-06-04,
3014,RU000A10BW88,2025-06-27,
3015,RU000A10D4V8,2025-10-21,
3016,RU000A10EDV0,2026-02-27,
3017,RU000A10F0W2,2026-04-29,
3018,RU000A10DRV2,2025-12-10,
3019,RU000A10E9M5,2026-02-12,
3020,RU000A10CT09,2025-09-23,
3021,RU000A10EV60,2026-04-15,
3022,RU000A10B7S9,2025-04-02,
3023,RU000A10CCB8,2025-08-12,
3024,RU000A10D3T4,2025-10-15,
3025,RU000A10DJS5,2025-11-21,
3026,RU000A10EC48,2026-02-19,
3027,RU000A10EV52,2026-04-15,
3028,RU000A10DPY0,2025-12-04,
3029,RU000A102V51,2021-03-18,
3030,RU000A105CF8,2022-10-31,
3031,RU000A106Y21,2023-09-26,
3032,RU000A10ADH7,2024-12-18,
3033,RU000A10B1M5,2025-03-10,
3034,RU000A105R70,2023-06-01,
3035,RU000A106SA3,2026-03-06,
3036,RU000A106XE5,2025-09-22,
3037,XXXXXX,2024-06-06,
3038,RU000A1000W4,2025-02-26,
3039,RU000A107U08,2025-04-01,
3040,XNIRUM,2026-04-30,
3041,RU000A105GY0,2025-05-19,
3042,RU000A109G79,2024-10-01,
3043,RU000A10BQQ8,2025-07-02,
3044,RU000A106Y88,2023-09-26,
3045,RU000A107U65,2024-02-22,
3046,RU000A1082K7,2024-03-21,
3047,RU000A109890,2024-08-14,
3048,RU000A106KT0,2023-07-19,
3049,RU000A106UK8,2023-09-07,
3050,RU000A107KR2,2024-01-16,
3051,RU000A10ED62,2026-02-26,
3052,RU000A10ESN5,2026-04-10,
3053,BLNG,2009-01-16,
3054,RU000A0ZYLK7,2017-12-22,
3055,MGNZ,2008-10-14,
3056,BSPBP,2021-01-26,
3057,RU000A0JWT91,2016-09-21,
3058,NKNC,2008-04-04,
3059,NKNCP,2008-04-04,
3060,RU000A0ZZZ17,2018-12-20,
3061,GEMA,2019-07-25,
3062,RU000A1001T8,2019-01-25,
3063,RU000A105054,2022-08-02,
3064,KLVZ,2024-02-22,
3065,APRI,2024-07-30,
3066,RU000A105DS9,2022-11-08,
3067,RU000A106631,2023-04-27,
3068,RU000A106WZ2,2023-09-19,
3069,RU000A107FZ5,2023-12-22,
3070,RU000A10A1P9,2024-11-12,
3071,RU000A10A554,2024-11-26,
3072,RU000A10AUG3,2025-02-12,
3073,RU000A10AG48,2024-12-25,
3074,RU000A10AZY5,2025-03-04,
3075,RU000A10BM56,2025-05-22,
3076,RU000A10CM06,2025-08-29,
3077,RU000A10DZH4,2025-12-26,
3078,RU000A10E5C4,2026-01-23,
3079,RU000A10ERC0,2026-04-03,
3080,ABRD,2012-10-02,
3081,RU000A10C6W2,2025-07-28,
3082,UTAR,2005-01-11,
3083,BANE,2011-11-18,
3084,BANEP,2011-11-18,
3085,RU000A0JWH87,2016-05-24,
3086,RU000A0JWX04,2016-10-27,
3087,RU000A0JX2Q3,2016-12-22,
3088,RU000A103DT2,2021-07-14,
3089,RU000A10DY27,2025-12-23,
3090,ASSB,2005-09-16,
3091,AMEZ,2008-08-28,
3092,USBN,2011-12-14,
3093,RU000A10DAZ9,2025-10-29,
3094,RU000A101H92,2020-03-04,
3095,RU000A101J33,2020-03-16,
3096,RU000A10CP78,2025-09-09,
3097,RU000A10ETQ6,2026-04-14,
3098,RU000A10ECC2,2026-02-20,
3099,RU000A10ETT0,2026-04-14,
3100,RU000A109TJ6,2024-10-18,
3101,RU000A10BFF4,2025-04-17,
3102,BISVP,2010-04-23,
3103,BRZL,2011-12-09,
3104,VLHZ,2006-07-12,
3105,VGSB,2005-09-16,
3106,VGSBP,2005-09-16,
3107,VSYD,2012-09-25,
3108,VSYDP,2012-09-25,
3109,RU000A106TS3,2023-09-01,
3110,RU000A106TQ7,2023-09-01,
3111,RU000A106TR5,2023-09-01,
3112,RU000A106TV7,2023-09-01,
3113,GAZA,2011-12-16,
3114,GAZAP,2018-03-30,
3115,GAZT,2012-01-26,
3116,GAZS,2011-09-28,
3117,GAZC,2011-09-28,
3118,GTRK,2017-11-03,
3119,RU000A10ATR2,2025-02-06,
3120,RU000A10B9Q9,2025-04-09,
3121,RU000A10E655,2026-01-28,
3122,RTGZ,2012-11-07,
3123,SIBN,2003-07-10,
3124,RU000A1017J5,2019-12-20,
3125,RU000A106565,2023-04-21,
3126,RU000A107605,2023-11-07,
3127,RU000A107HG1,2023-12-28,
3128,RU000A107HH9,2023-12-28,
3129,RU000A107UW1,2024-02-28,
3130,RU000A107UX9,2024-02-28,
3131,RU000A108PZ2,2024-06-17,
3132,RU000A0JUAN6,2013-11-27,
3133,RU000A0JUAP1,2013-11-27,
3134,RU000A107C67,2023-12-07,
3135,RU000A1069N8,2023-05-24,
3136,RU000A109TW9,2024-10-22,
3137,GCHE,2008-04-08,
3138,RU000A105M67,2022-12-15,
3139,RBCM,2011-01-19,
3140,DVEC,2007-12-13,
3141,DZRD,2010-12-30,
3142,DZRDP,2010-12-30,
3143,EVRZ,,
3144,RU000A1082G5,2024-03-19,
3145,RU000A10BVW6,2025-06-26,
3146,RU000A108D81,2024-05-02,
3147,RU000A1061K1,2023-04-04,
3148,RU000A10A133,2024-11-11,
3149,RU000A10A141,2024-11-11,
3150,RU000A10ATS0,2025-02-07,
3151,RU000A10BB75,2025-04-10,
3152,RU000A10CZB9,2025-10-03,
3153,RU000A10E4X3,2026-01-22,
3154,EELT,2017-09-07,
3155,ZVEZ,2011-12-16,
3156,ZILL,2011-12-09,
3157,RUSI,2011-11-23,
3158,KFBA,2020-03-30,
3159,IGST,2011-12-08,
3160,IGSTP,2011-12-08,
3161,RU000A109JW0,2024-09-17,
3162,RU000A109VM6,2024-10-25,
3163,RU000A10ASW4,2025-02-04,
3164,RU000A10CM89,2025-09-02,
3165,RU000A106EV9,2023-06-26,
3166,KLSB,2005-08-26,
3167,RU000A106A86,2023-05-26,
3168,RU000A106UW3,2023-09-08,
3169,RU000A109TG2,2024-10-18,
3170,RU000A10AV31,2025-02-13,
3171,RU000A10BY52,2025-07-01,
3172,RU000A10CCG7,2025-08-12,
3173,RU000A10F512,2026-05-08,
3174,RU000A10AHD7,2024-12-26,
3175,RU000A10B0R6,2025-03-06,
3176,RU000A10B0S4,2025-03-06,
3177,RU000A10C741,2025-07-29,
3178,RU000A10CRB6,2025-09-16,
3179,KOGK,2008-08-28,
3180,KRSB,2008-10-23,
3181,KRSBP,2008-10-23,
3182,KAZT,2011-12-14,
3183,KAZTP,2011-12-14,
3184,KGKC,2012-09-26,
3185,KGKCP,2012-10-22,
3186,LMBZ,2024-10-30,
3187,LVHK,2012-11-28,
3188,RU000A0ZYHW0,2017-12-04,
3189,LPSB,2005-08-16,
3190,MGKL,2023-12-28,
3191,RU000A10CHX1,2025-08-22,
3192,RU000A104XJ9,2022-07-05,
3193,RU000A105PJ2,2022-12-27,
3194,RU000A106FW4,2023-06-30,
3195,RU000A106MV2,2023-08-01,
3196,RU000A107UB5,2024-02-27,
3197,RU000A108ZU2,2024-07-17,
3198,RU000A10ATC4,2025-02-06,
3199,RU000A10C6U6,2025-07-28,
3200,MSTT,2010-11-03,
3201,RU000A0JWN63,2016-07-19,
3202,RU000A0JWN89,2016-08-10,
3203,RU000A107456,2023-10-23,
3204,MGNT,2006-04-24,
3205,RU000A105TP1,2023-02-09,
3206,RU000A1075E4,2023-10-31,
3207,MRSB,2005-09-01,
3208,MGTS,2005-01-11,
3209,MGTSP,2005-01-11,
3210,KROT,2003-09-09,
3211,KROTP,2005-01-11,
3212,RU000A105NK5,2022-12-22,
3213,NFAZ,2011-09-09,
3214,VJGZ,2011-12-14,
3215,VJGZP,2011-12-14,
3216,NSVZ,2011-12-13,
3217,UWGN,2015-04-29,
3218,RU000A104WF9,2022-06-24,
3219,RU000A108ZH9,2024-07-16,
3220,RU000A1059N9,2022-10-04,
3221,RU000A1059P4,2022-10-04,
3222,RU000A1059Q2,2022-10-04,
3223,RU000A1059R0,2022-10-04,
3224,NKSH,2011-12-14,
3225,RU000A108PR9,2024-06-14,
3226,RU000A107EL8,2023-12-18,
3227,NKHP,2015-11-17,
3228,NMTP,2007-11-08,
3229,UNAC,2013-09-17,
3230,PAZA,2011-12-08,
3231,RU000A100TB2,2019-09-10,
3232,PMSB,2006-02-09,
3233,PMSBP,2006-02-09,
3234,RU000A108P79,2024-06-13,
3235,CHGZ,2011-12-14,
3236,ROST,2008-08-11,
3237,RU000A10CM14,2025-08-29,
3238,RU000A10DD97,2025-11-10,
3239,RKKE,2008-05-29,
3240,LSNG,2003-07-16,
3241,LSNGP,2003-07-16,
3242,MRKK,2008-06-19,
3243,MRKS,2008-06-05,
3244,RU000A10ET56,2026-04-13,
3245,TORS,2005-12-28,
3246,TORSP,2005-12-28,
3247,RU000A107AG6,2023-12-05,
3248,MRKY,2008-08-22,
3249,RU000A104TD0,2022-05-13,
3250,RU000A106T93,2023-08-31,
3251,ROLO,2013-08-12,
3252,RZSB,2005-09-16,
3253,RU000A10A7H3,2024-12-03,
3254,RU000A10AXW4,2025-02-19,
3255,RU000A10B4U2,2025-03-24,
3256,RU000A10B4W8,2025-03-24,
3257,RU000A10B4X6,2025-03-24,
3258,RU000A10C8T4,2025-08-01,
3259,RU000A10CMR3,2025-09-03,
3260,RU000A10ECK5,2026-02-20,
3261,SPBE,2021-11-19,
3262,KRKN,2011-12-08,
3263,KRKNP,2011-12-08,
3264,RU000A102556,2020-09-22,
3265,SARE,2011-11-24,
3266,SAREP,2011-11-24,
3267,RU000A102HC1,2021-01-22,
3268,RU000A103Q24,2021-09-27,
3269,RU000A103QW8,,
3270,RU000A103QX6,,
3271,RU000A1069P3,2023-05-31,
3272,RU000A1024M5,,
3273,RU000A1027B1,2021-06-29,
3274,RU000A103968,2021-06-29,
3275,RU000A103JQ5,2021-08-30,
3276,RU000A104Y31,2022-07-29,
3277,RU000A103TL5,2021-10-14,
3278,RU000A1031G2,2021-05-18,
3279,RU000A102RA4,2021-02-26,
3280,RU000A103976,2021-06-29,
3281,RU000A103TN1,2021-10-14,
3282,RU000A102TH5,2021-03-19,
3283,RU000A102VD0,2021-03-30,
3284,RU000A102W50,2021-04-30,
3285,RU000A103216,2021-05-21,
3286,RU000A103273,2021-05-18,
3287,RU000A1032C9,2021-05-17,
3288,RU000A1032N6,2021-05-28,
3289,RU000A1032K2,2021-05-27,
3290,RU000A1032L0,2021-05-28,
3291,RU000A103539,2021-06-17,
3292,RU000A103588,2021-06-18,
3293,RU000A103596,2021-06-18,
3294,RU000A103AF7,2021-07-13,
3295,RU000A103AM3,2021-07-19,
3296,RU000A103AP6,2021-07-19,
3297,RU000A103C87,2021-07-30,
3298,RU000A103CP2,2021-07-29,
3299,RU000A103CR8,2021-07-29,
3300,RU000A103F92,2021-08-16,
3301,RU000A103FA7,2021-08-16,
3302,RU000A103FM2,2021-08-19,
3303,RU000A103G67,,
3304,RU000A103HE5,2021-08-27,
3305,RU000A103JB7,2021-08-27,
3306,RU000A103LD9,2021-09-17,
3307,RU000A103LE7,2021-09-17,
3308,RU000A103LF4,2021-09-14,
3309,RU000A103MW7,2021-09-27,
3310,RU000A103P25,2021-09-28,
3311,RU000A103PF5,2021-09-30,
3312,RU000A103PH1,2021-09-30,
3313,RU000A103RU0,2021-10-14,
3314,RU000A103RV8,2021-10-15,
3315,RU000A103RW6,2021-10-15,
3316,RU000A103UP4,2021-10-26,
3317,RU000A103UQ2,2021-10-29,
3318,RU000A103UR0,2021-10-29,
3319,RU000A103VP2,2021-10-28,
3320,RU000A103VQ0,2021-10-28,
3321,RU000A103X90,2021-11-18,
3322,RU000A103Y16,2021-11-16,
3323,RU000A103Y40,2021-11-15,
3324,RU000A103Y57,2021-11-15,
3325,RU000A103ZJ6,2021-11-25,
3326,RU000A1040T6,2021-11-30,
3327,RU000A1040U4,2021-11-30,
3328,RU000A1041N7,2021-11-29,
3329,RU000A1041M9,2021-11-29,
3330,RU000A1043H5,2021-11-30,
3331,RU000A1044Y8,2021-12-17,
3332,RU000A1044X0,2021-12-17,
3333,RU000A1044W2,2021-12-16,
3334,RU000A1044V4,2021-12-24,
3335,RU000A1045F4,2021-12-14,
3336,RU000A1047L8,2021-12-27,
3337,RU000A1047M6,2021-12-27,
3338,RU000A1047N4,2021-12-27,
3339,RU000A1047P9,2021-12-23,
3340,RU000A1049R1,2022-01-14,
3341,RU000A104A96,2022-01-18,
3342,RU000A104AF5,2022-01-17,
3343,RU000A104AH1,2022-01-24,
3344,RU000A104CR6,2022-01-28,
3345,RU000A104CS4,2022-01-28,
3346,RU000A104CY2,2022-01-27,
3347,RU000A104CZ9,2022-01-27,
3348,RU000A104ES0,2022-01-27,
3349,RU000A104FL2,2022-02-18,
3350,RU000A104FK4,2022-02-17,
3351,RU000A104FZ2,2022-02-25,
3352,RU000A104H08,2022-08-12,
3353,RU000A104JY7,2022-06-24,
3354,RU000A104JX9,2022-07-15,
3355,RU000A104KE7,2022-05-30,
3356,RU000A104KK4,2022-06-17,
3357,RU000A104KL2,2022-06-24,
3358,RU000A104KX7,2022-06-28,
3359,RU000A104KY5,2022-06-06,
3360,RU000A104KZ2,2022-08-05,
3361,RU000A105179,2022-08-30,
3362,RU000A1054X9,2022-09-15,
3363,RU000A105PA1,2023-01-27,
3364,RU000A105S87,2023-02-27,
3365,RU000A1065F2,2023-05-31,
3366,RU000A106AB9,2023-06-16,
3367,RU000A106AP9,2023-06-16,
3368,RU000A106AQ7,2023-06-28,
3369,RU000A106D83,2023-06-30,
3370,RU000A106EX5,2023-07-28,
3371,RU000A106G64,2023-07-17,
3372,RU000A106L18,2023-07-31,
3373,RU000A106LZ5,2023-08-25,
3374,RU000A106M09,2023-08-18,
3375,RU000A106QL4,2023-08-31,
3376,RU000A106RY5,2023-09-25,
3377,RU000A106SD7,2023-09-12,
3378,RU000A106TT1,2023-09-14,
3379,RU000A106TU9,2023-09-25,
3380,RU000A106XQ9,2023-10-23,
3381,RU000A106XR7,2023-10-17,
3382,RU000A107464,2023-10-31,
3383,RU000A1074S7,2023-11-20,
3384,RU000A107985,2023-12-18,
3385,RU000A107DB1,2024-01-15,
3386,RU000A107DC9,2023-12-25,
3387,RU000A107J45,2024-01-30,
3388,RU000A107P88,2024-02-14,
3389,RU000A107Q04,2024-02-27,
3390,RU000A107RW7,2024-02-27,
3391,RU000A107S77,2024-02-29,
3392,RU000A107SR5,2024-02-29,
3393,RU000A107UR1,2024-03-11,
3394,RU000A107W97,2024-03-21,
3395,RU000A1080T2,2024-03-22,
3396,RU000A1080W6,2024-03-29,
3397,RU000A108413,2024-04-18,
3398,RU000A108421,2024-04-18,
3399,RU000A1088K4,2024-04-27,
3400,RU000A1088L2,2024-04-27,
3401,RU000A108C09,2024-05-15,
3402,RU000A108DG8,2024-05-30,
3403,RU000A108E64,2024-05-29,
3404,RU000A108K25,2024-06-14,
3405,RU000A108LG1,2024-06-27,
3406,RU000A108Q60,2024-06-28,
3407,RU000A108QH8,2024-06-28,
3408,RU000A108QJ4,2024-06-28,
3409,RU000A108TC3,2024-06-28,
3410,RU000A108U98,2024-07-15,
3411,RU000A108U80,2024-07-16,
3412,RU000A108WH6,2024-07-30,
3413,RU000A108Z02,2024-07-30,
3414,RU000A108Z10,2024-07-30,
3415,RU000A1093H0,2024-08-14,
3416,RU000A1093J6,2024-08-09,
3417,RU000A1093K4,2024-08-15,
3418,RU000A1097A6,2024-08-29,
3419,RU000A1097R0,2024-08-30,
3420,RU000A109833,2024-09-02,
3421,RU000A109841,2024-09-02,
3422,RU000A109A34,2024-09-17,
3423,RU000A109JJ7,2024-09-27,
3424,RU000A109JK5,2024-09-27,
3425,RU000A109LL9,2024-10-16,
3426,RU000A109S75,2024-10-31,
3427,RU000A109X03,2024-11-15,
3428,RU000A109YH0,2024-11-15,
3429,RU000A109YG2,2024-11-22,
3430,RU000A10A182,2024-11-29,
3431,RU000A10A6N3,2024-12-20,
3432,RU000A10A6X2,2024-12-26,
3433,RU000A10A7N1,2024-12-12,
3434,RU000A10AEA0,2024-12-26,
3435,RU000A10AMK2,2025-01-30,
3436,RU000A10AN80,2025-01-29,
3437,RU000A10AN98,2025-01-30,
3438,RU000A10AND5,2025-01-31,
3439,RU000A10ANF0,2025-02-14,
3440,RU000A10AQF3,2025-02-26,
3441,RU000A10AQZ1,2025-02-28,
3442,RU000A10ASA0,2025-02-27,
3443,RU000A10AT92,2025-02-24,
3444,RU000A10AUJ7,2025-02-24,
3445,RU000A10AYH3,2025-03-24,
3446,RU000A10AYQ4,2025-03-25,
3447,RU000A10AYZ5,2025-03-13,
3448,RU000A10AZU3,2025-03-14,
3449,RU000A10AZV1,2025-03-14,
3450,RU000A10B1S2,2025-03-27,
3451,RU000A10B1T0,2025-03-12,
3452,RU000A10B4M9,2025-04-25,
3453,RU000A10B5T1,2025-04-28,
3454,RU000A10B5U9,2025-04-14,
3455,RU000A10B7B5,2025-04-11,
3456,RU000A10B867,2025-04-18,
3457,RU000A10B883,2025-04-11,
3458,RU000A10B8E7,2025-04-16,
3459,RU000A10BBQ0,2025-04-29,
3460,RU000A10BGB1,2025-04-25,
3461,RU000A10BG88,2025-05-27,
3462,RU000A10BG96,2025-05-28,
3463,RU000A10BGR7,2025-05-29,
3464,RU000A10BJ51,2025-05-30,
3465,RU000A10BJU5,2025-05-27,
3466,RU000A10BL73,2025-05-16,
3467,RU000A10BM98,2025-05-27,
3468,RU000A10BNQ5,2025-06-26,
3469,RU000A10BNR3,2025-06-25,
3470,RU000A10BPB2,2025-06-27,
3471,RU000A10BPJ5,2025-05-30,
3472,RU000A10BQ37,2025-06-16,
3473,RU000A10BPW8,2025-06-30,
3474,RU000A10BQJ3,2025-06-30,
3475,RU000A10BSR2,2025-06-17,
3476,RU000A10BT83,2025-06-20,
3477,RU000A10BVZ9,2025-07-28,
3478,RU000A10BW05,2025-07-25,
3479,RU000A10BWP8,2025-07-29,
3480,RU000A10BXN1,2025-07-16,
3481,RU000A10BXP6,2025-07-15,
3482,RU000A10BYC2,2025-07-15,
3483,RU000A10BYT6,2025-07-30,
3484,RU000A10BYU4,2025-07-08,
3485,RU000A10BZS5,2025-07-14,
3486,RU000A10C667,2025-08-27,
3487,RU000A10C6Q4,2025-08-18,
3488,RU000A10C7G3,2025-07-31,
3489,RU000A10C931,2025-08-28,
3490,RU000A10CC16,2025-08-28,
3491,RU000A10CC08,2025-08-29,
3492,RU000A10CL31,2025-09-15,
3493,RU000A10CL49,2025-09-26,
3494,RU000A10CL56,2025-09-16,
3495,RU000A10CMV5,2025-09-05,
3496,RU000A10CQX2,2025-09-19,
3497,RU000A10CQZ7,2025-09-29,
3498,RU000A10CTP2,2025-10-28,
3499,RU000A10CTR8,2025-10-14,
3500,RU000A10CTS6,2025-09-26,
3501,RU000A10CTT4,2025-10-15,
3502,RU000A10CV47,2025-09-30,
3503,RU000A10CX78,2025-10-27,
3504,RU000A10D2R0,2025-10-20,
3505,RU000A10D4M7,2025-10-31,
3506,RU000A10D5G6,,
3507,RU000A10D9Q7,2025-11-28,
3508,RU000A10DAU0,2025-11-28,
3509,RU000A10DAV8,2025-11-05,
3510,RU000A10DBF9,2025-11-14,
3511,RU000A10DBR4,2025-11-12,
3512,RU000A10DDA6,2025-11-28,
3513,RU000A10DDK5,2025-11-21,
3514,RU000A10DM21,2025-12-12,
3515,RU000A10DM39,2025-12-12,
3516,RU000A10DS90,2025-12-26,
3517,RU000A10EF86,2026-03-25,
3518,RU000A10EF94,2026-03-26,
3519,RU000A10EFK8,2026-03-30,
3520,RU000A10EFY9,2026-03-19,
3521,RU000A10ELC3,2026-03-24,
3522,RU000A10EN94,2026-04-24,
3523,RU000A10ENB1,2026-04-10,
3524,RU000A10EQ91,2026-04-30,
3525,RU000A10EQA6,2026-04-17,
3526,RU000A10EQB4,2026-04-17,
3527,RU000A10ER25,2026-04-28,
3528,RU000A10ES99,2026-04-27,
3529,RU000A10ET15,2026-04-23,
3530,RU000A10EXY2,2026-05-13,
3531,RU000A10F157,2026-05-28,
3532,RU000A10F4G7,2026-05-27,
3533,RU000A100MZ6,2019-08-06,
3534,SVET,2021-01-15,
3535,SVETP,2024-05-27,
3536,RU000A108RQ7,2024-06-21,
3537,RU000A10ABK5,2024-12-13,
3538,MFGS,2005-01-11,
3539,MFGSP,2005-01-11,
3540,JNOS,2008-10-14,
3541,JNOSP,2010-07-22,
3542,CARM,2023-07-03,
3543,RU000A107L82,2024-01-19,
3544,RU000A1052C7,2022-08-08,
3545,RU000A107B84,2023-12-04,
3546,RU000A107C59,2023-12-07,
3547,RU000A107CM0,2023-12-11,
3548,RU000A107E99,2023-12-18,
3549,RU000A10BSQ4,2025-06-11,
3550,RU000A10CQB8,2025-09-12,
3551,RU000A10D4L9,2025-10-31,
3552,RU000A10D5F8,2025-10-31,
3553,RU000A10DB65,2025-11-17,
3554,RU000A10DGA9,2025-11-28,
3555,RU000A10DKS3,2025-12-15,
3556,RU000A10DS82,2025-12-26,
3557,RU000A10E2M0,2026-01-30,
3558,RU000A10E5E0,2026-02-16,
3559,RU000A10E846,2026-02-27,
3560,RU000A10EG77,2026-03-31,
3561,STSB,2008-03-28,
3562,STSBP,2008-03-28,
3563,PRFN,2012-08-28,
3564,VRSB,2005-10-14,
3565,VRSBP,2005-10-14,
3566,KBSB,2008-02-08,
3567,MISB,2005-08-26,
3568,MISBP,2005-08-26,
3569,NNSB,2005-11-08,
3570,NNSBP,2005-11-08,
3571,RTSB,2005-12-26,
3572,RTSBP,2005-12-26,
3573,YRSB,2005-08-29,
3574,YRSBP,2005-08-29,
3575,RU000A108DH6,2024-06-20,
3576,KRKOP,2011-12-09,
3577,TASB,2005-08-08,
3578,TASBP,2005-08-08,
3579,TTLK,2007-03-21,
3580,RU000A106MW0,2023-08-01,
3581,RU000A10AEF9,2024-12-19,
3582,RU000A10AEE2,2024-12-19,
